Date,Currency,Mean,Buy,Sell
25/03/2015,S FRANC,95.67,95.5449,95.7951
25/03/2015,JPY (100),76.7455,76.6755,76.8155
25/03/2015,SW KRONER,10.813,10.8032,10.8228
25/03/2015,NOR KRONER,11.7049,11.692,11.7178
25/03/2015,DAN KRONER,13.4501,13.4385,13.4617
25/03/2015,IND RUPEE,1.4736,1.4723,1.4748
25/03/2015,HONGKONG DOLLAR,11.84,11.8307,11.8493
25/03/2015,SINGAPORE DOLLAR,67.1846,67.1268,67.2423
25/03/2015,SAUDI RIYAL,24.4803,24.46,24.5005
25/03/2015,CHINESE YUAN,14.7911,14.7771,14.8051
25/03/2015,AUSTRALIAN $,72.3314,72.247,72.4159
26/03/2015,US DOLLAR,91.7669,91.6961,91.8378
26/03/2015,STG POUND,136.5164,136.3878,136.645
26/03/2015,EURO,100.7172,100.6278,100.8067
26/03/2015,SA RAND,7.7224,7.7143,7.7305
26/03/2015,KES / USHS,32.4409,32.3614,32.5205
26/03/2015,KES / TSHS,20.0508,19.9809,20.1208
26/03/2015,KES / RWF,7.5082,7.4588,7.5576
26/03/2015,KES / BIF,17.0106,16.8885,17.1327
26/03/2015,AE DIRHAM,24.9839,24.9642,25.0035
26/03/2015,CAN $,73.4988,73.4274,73.5703
26/03/2015,S FRANC,95.6554,95.5168,95.7941
26/03/2015,JPY (100),77.2092,77.1333,77.285
26/03/2015,SW KRONER,10.8231,10.8132,10.833
26/03/2015,NOR KRONER,11.7417,11.7269,11.7566
26/03/2015,DAN KRONER,13.4832,13.4718,13.4946
26/03/2015,IND RUPEE,1.4645,1.4633,1.4658
26/03/2015,HONGKONG DOLLAR,11.8352,11.8261,11.8444
26/03/2015,SINGAPORE DOLLAR,66.9734,66.8973,67.0496
26/03/2015,SAUDI RIYAL,24.463,24.4425,24.4835
26/03/2015,CHINESE YUAN,14.7692,14.7566,14.7818
26/03/2015,AUSTRALIAN $,71.7159,71.633,71.7988
27/03/2015,US DOLLAR,92.0319,91.9556,92.1083
27/03/2015,STG POUND,136.6567,136.5106,136.8028
27/03/2015,EURO,100.1625,100.0711,100.2539
27/03/2015,SA RAND,7.6764,7.6674,7.6853
27/03/2015,KES / USHS,32.3475,32.2664,32.4287
27/03/2015,KES / TSHS,19.9388,19.8679,20.0097
27/03/2015,KES / RWF,7.4866,7.4369,7.5362
27/03/2015,KES / BIF,16.9616,16.8389,17.0843
27/03/2015,AE DIRHAM,25.0577,25.0335,25.0819
27/03/2015,CAN $,73.5991,73.5233,73.6749
27/03/2015,S FRANC,95.4095,95.271,95.5481
27/03/2015,JPY (100),77.2242,77.1439,77.3045
27/03/2015,SW KRONER,10.7185,10.7077,10.7292
27/03/2015,NOR KRONER,11.6337,11.6218,11.6456
27/03/2015,DAN KRONER,13.4126,13.4005,13.4247
27/03/2015,IND RUPEE,1.4702,1.4687,1.4716
27/03/2015,HONGKONG DOLLAR,11.8702,11.8603,11.88
27/03/2015,SINGAPORE DOLLAR,67.1962,67.1355,67.2569
27/03/2015,SAUDI RIYAL,24.5324,24.5038,24.5609
27/03/2015,CHINESE YUAN,14.8104,14.7969,14.8239
27/03/2015,AUSTRALIAN $,71.7711,71.6886,71.8537
30/03/2015,US DOLLAR,92.1861,92.1139,92.2583
30/03/2015,STG POUND,136.8528,136.7133,136.9922
30/03/2015,EURO,100.2033,100.0944,100.3122
30/03/2015,SA RAND,7.6441,7.6351,7.6531
30/03/2015,KES / USHS,32.25,32.1705,32.3295
30/03/2015,KES / TSHS,20.0682,19.9982,20.1381
30/03/2015,KES / RWF,7.474,7.4248,7.5233
30/03/2015,KES / BIF,16.8921,16.6077,17.1766
30/03/2015,AE DIRHAM,25.1,25.0793,25.1207
30/03/2015,CAN $,73.0766,73.0078,73.1454
30/03/2015,S FRANC,95.8874,95.8023,95.9725
30/03/2015,JPY (100),77.3211,77.2444,77.3979
30/03/2015,SW KRONER,10.7249,10.7147,10.7352
30/03/2015,NOR KRONER,11.5773,11.5621,11.5926
30/03/2015,DAN KRONER,13.4175,13.4056,13.4294
30/03/2015,IND RUPEE,1.4716,1.4704,1.4729
30/03/2015,HONGKONG DOLLAR,11.8887,11.8794,11.898
30/03/2015,SINGAPORE DOLLAR,67.0664,67.0065,67.1263
30/03/2015,SAUDI RIYAL,24.5748,24.5539,24.5957
30/03/2015,CHINESE YUAN,14.8398,14.8269,14.8526
30/03/2015,AUSTRALIAN $,71.1585,71.0843,71.2327
31/03/2015,US DOLLAR,92.335,92.2628,92.4072
31/03/2015,STG POUND,136.4464,136.3117,136.5811
31/03/2015,EURO,99.5253,99.4367,99.6139
31/03/2015,SA RAND,7.5918,7.584,7.5996
31/03/2015,KES / USHS,32.1331,32.0538,32.2123
31/03/2015,KES / TSHS,19.9925,19.9227,20.0623
31/03/2015,KES / RWF,7.462,7.4128,7.5112
31/03/2015,KES / BIF,16.9276,16.806,17.0491
31/03/2015,AE DIRHAM,25.1402,25.1171,25.1633
31/03/2015,CAN $,72.6761,72.6078,72.7444
31/03/2015,S FRANC,95.2006,95.0673,95.334
31/03/2015,JPY (100),76.8914,76.828,76.9547
31/03/2015,SW KRONER,10.6875,10.6773,10.6978
31/03/2015,NOR KRONER,11.4603,11.4348,11.4859
31/03/2015,DAN KRONER,13.3249,13.3133,13.3365
31/03/2015,IND RUPEE,1.474,1.4727,1.4753
31/03/2015,HONGKONG DOLLAR,11.9076,11.8983,11.9169
31/03/2015,SINGAPORE DOLLAR,67.0966,67.032,67.1613
31/03/2015,SAUDI RIYAL,24.6181,24.5942,24.6419
31/03/2015,CHINESE YUAN,14.8854,14.8729,14.8979
31/03/2015,AUSTRALIAN $,70.4701,70.3873,70.5529
01/04/2015,US DOLLAR,92.3917,92.3139,92.4694
01/04/2015,STG POUND,137.3222,137.1772,137.4672
01/04/2015,EURO,99.6022,99.5094,99.695
01/04/2015,SA RAND,7.6535,7.6439,7.6631
01/04/2015,KES / USHS,32.1999,32.1187,32.2812
01/04/2015,KES / TSHS,20.1317,20.0607,20.2028
01/04/2015,KES / RWF,7.4737,7.4079,7.5395
01/04/2015,KES / BIF,16.8546,16.5698,17.1393
01/04/2015,AE DIRHAM,25.155,25.1331,25.1768
01/04/2015,CAN $,73.0196,72.9408,73.0984
01/04/2015,S FRANC,95.2688,95.1788,95.3588
01/04/2015,JPY (100),77.0541,76.9796,77.1286
01/04/2015,SW KRONER,10.7435,10.7307,10.7563
01/04/2015,NOR KRONER,11.4977,11.4844,11.5109
01/04/2015,DAN KRONER,13.3296,13.3174,13.3418
01/04/2015,IND RUPEE,1.4818,1.4803,1.4833
01/04/2015,HONGKONG DOLLAR,11.9138,11.9038,11.9238
01/04/2015,SINGAPORE DOLLAR,67.5699,67.5056,67.6342
01/04/2015,SAUDI RIYAL,24.6306,24.6052,24.6559
01/04/2015,CHINESE YUAN,14.9119,14.8977,14.926
01/04/2015,AUSTRALIAN $,70.4995,70.417,70.5819
02/04/2015,US DOLLAR,92.5833,92.5,92.6667
02/04/2015,STG POUND,137.2886,137.1561,137.4211
02/04/2015,EURO,99.8083,99.7106,99.9061
02/04/2015,SA RAND,7.7288,7.7193,7.7383
02/04/2015,KES / USHS,32.3277,32.2446,32.4108
02/04/2015,KES / TSHS,19.9281,19.8561,20
02/04/2015,KES / RWF,7.4312,7.3813,7.4811
02/04/2015,KES / BIF,16.8606,16.7374,16.9838
02/04/2015,AE DIRHAM,25.2071,25.1838,25.2305
02/04/2015,CAN $,73.5051,73.4244,73.5859
02/04/2015,S FRANC,95.9811,95.845,96.1173
02/04/2015,JPY (100),77.4302,77.3541,77.5064
02/04/2015,SW KRONER,10.7078,10.694,10.7216
02/04/2015,NOR KRONER,11.566,11.5479,11.5841
02/04/2015,DAN KRONER,13.3624,13.3485,13.3763
02/04/2015,IND RUPEE,1.4876,1.486,1.4892
02/04/2015,HONGKONG DOLLAR,11.9416,11.9309,11.9524
02/04/2015,SINGAPORE DOLLAR,68.036,67.9647,68.1072
02/04/2015,SAUDI RIYAL,24.6807,24.6568,24.7045
02/04/2015,CHINESE YUAN,14.9373,14.9237,14.9508
02/04/2015,AUSTRALIAN $,70.3032,70.2075,70.3989
07/04/2015,US DOLLAR,92.775,92.6889,92.8611
07/04/2015,STG POUND,138.3517,138.2172,138.4861
07/04/2015,EURO,101.3344,101.2261,101.4428
07/04/2015,SA RAND,7.8723,7.8623,7.8823
07/04/2015,KES / USHS,32.2825,32.1448,32.4203
07/04/2015,KES / TSHS,19.9947,19.9222,20.0671
07/04/2015,KES / RWF,7.4266,7.3766,7.4766
07/04/2015,KES / BIF,16.815,16.6916,16.9384
07/04/2015,AE DIRHAM,25.2586,25.2345,25.2828
07/04/2015,CAN $,74.3866,74.3057,74.4676
07/04/2015,S FRANC,96.8576,96.7424,96.9728
07/04/2015,JPY (100),77.597,77.512,77.682
07/04/2015,SW KRONER,10.8282,10.8163,10.8402
07/04/2015,NOR KRONER,11.6782,11.6615,11.6949
07/04/2015,DAN KRONER,13.5579,13.5435,13.5722
07/04/2015,IND RUPEE,1.489,1.4875,1.4905
07/04/2015,HONGKONG DOLLAR,11.9677,11.9566,11.9788
07/04/2015,SINGAPORE DOLLAR,68.5091,68.4404,68.5777
07/04/2015,SAUDI RIYAL,24.7327,24.7085,24.757
07/04/2015,CHINESE YUAN,14.9838,14.9662,15.0013
07/04/2015,AUSTRALIAN $,71.4275,71.3334,71.5216
08/04/2015,US DOLLAR,92.55,92.4639,92.6361
08/04/2015,STG POUND,137.34,137.1822,137.4978
08/04/2015,EURO,100.4083,100.2956,100.5211
08/04/2015,SA RAND,7.8253,7.8151,7.8355
08/04/2015,KES / USHS,32.2529,32.1689,32.3369
08/04/2015,KES / TSHS,20.0433,19.9706,20.116
08/04/2015,KES / RWF,7.4609,7.3945,7.5273
08/04/2015,KES / BIF,16.8485,16.5627,17.1343
08/04/2015,AE DIRHAM,25.1981,25.1712,25.225
08/04/2015,CAN $,74.1765,74.0956,74.2574
08/04/2015,S FRANC,96.066,95.9667,96.1654
08/04/2015,JPY (100),77.1797,77.0918,77.2676
08/04/2015,SW KRONER,10.6991,10.6872,10.7109
08/04/2015,NOR KRONER,11.5064,11.4938,11.519
08/04/2015,DAN KRONER,13.4328,13.419,13.4466
08/04/2015,IND RUPEE,1.4848,1.4832,1.4863
08/04/2015,HONGKONG DOLLAR,11.9396,11.9285,11.9507
08/04/2015,SINGAPORE DOLLAR,68.1869,68.1033,68.2704
08/04/2015,SAUDI RIYAL,24.6718,24.6472,24.6964
08/04/2015,CHINESE YUAN,14.9128,14.8953,14.9302
08/04/2015,AUSTRALIAN $,70.9997,70.9198,71.0797
09/04/2015,US DOLLAR,92.6847,92.6167,92.7528
09/04/2015,STG POUND,137.7869,137.6778,137.8961
09/04/2015,EURO,99.7344,99.65,99.8189
09/04/2015,SA RAND,7.8241,7.8152,7.8329
09/04/2015,KES / USHS,32.0442,31.9667,32.1216
09/04/2015,KES / TSHS,19.9602,19.8916,20.0288
09/04/2015,KES / RWF,7.4338,7.3852,7.4825
09/04/2015,KES / BIF,16.7786,16.4965,17.0606
09/04/2015,AE DIRHAM,25.2337,25.2149,25.2526
09/04/2015,CAN $,73.7525,73.6807,73.8242
09/04/2015,S FRANC,95.6795,95.5994,95.7596
09/04/2015,JPY (100),77.0415,76.9689,77.114
09/04/2015,SW KRONER,10.6618,10.6521,10.6714
09/04/2015,NOR KRONER,11.4796,11.4683,11.4908
09/04/2015,DAN KRONER,13.3453,13.3346,13.3561
09/04/2015,IND RUPEE,1.4894,1.4882,1.4906
09/04/2015,HONGKONG DOLLAR,11.9592,11.9504,11.9679
09/04/2015,SINGAPORE DOLLAR,68.3415,68.2712,68.4118
09/04/2015,SAUDI RIYAL,24.71,24.684,24.7361
09/04/2015,CHINESE YUAN,14.9376,14.923,14.9522
09/04/2015,AUSTRALIAN $,71.2514,71.1944,71.3083
10/04/2015,US DOLLAR,92.8489,92.7739,92.9239
10/04/2015,STG POUND,136.4644,136.3267,136.6022
10/04/2015,EURO,99.055,98.9511,99.1589
10/04/2015,SA RAND,7.7693,7.7618,7.7768
10/04/2015,KES / USHS,32.0414,31.9616,32.1211
10/04/2015,KES / TSHS,19.9572,19.8872,20.0272
10/04/2015,KES / RWF,7.4207,7.3716,7.4698
10/04/2015,KES / BIF,16.8339,16.7126,16.9552
10/04/2015,AE DIRHAM,25.2784,25.2577,25.2992
10/04/2015,CAN $,73.675,73.6009,73.7491
10/04/2015,S FRANC,95.0444,94.9385,95.1504
10/04/2015,JPY (100),77.0466,76.9716,77.1217
10/04/2015,SW KRONER,10.604,10.5936,10.6144
10/04/2015,NOR KRONER,11.4686,11.4551,11.4821
10/04/2015,DAN KRONER,13.2549,13.243,13.2669
10/04/2015,IND RUPEE,1.4889,1.4876,1.4902
10/04/2015,HONGKONG DOLLAR,11.9805,11.9708,11.9902
10/04/2015,SINGAPORE DOLLAR,68.2361,68.176,68.2963
10/04/2015,SAUDI RIYAL,24.7528,24.7311,24.7744
10/04/2015,CHINESE YUAN,14.9551,14.9394,14.9708
10/04/2015,AUSTRALIAN $,71.3544,71.2782,71.4306
12/04/2015,US DOLLAR,102.1854,102.0872,102.2835
12/04/2015,STG POUND,153.3778,153.205,153.5506
12/04/2015,EURO,108.2108,108.09,108.3317
12/04/2015,SA RAND,7.117,7.108,7.126
12/04/2015,KES / USHS,32.5194,32.4392,32.5996
12/04/2015,KES / TSHS,21.1381,21.0689,21.2074
12/04/2015,KES / RWF,7.3005,7.2446,7.3565
12/04/2015,KES / BIF,15.3596,15.1002,15.619
12/04/2015,AE DIRHAM,27.8264,27.797,27.8558
12/04/2015,CAN $,76.3147,76.23,76.3994
12/04/2015,S FRANC,99.4796,99.355,99.6042
12/04/2015,JPY (100),82.8855,82.7891,82.9819
12/04/2015,SW KRONER,11.7461,11.7328,11.7594
12/04/2015,NOR KRONER,11.8211,11.8057,11.8366
12/04/2015,DAN KRONER,14.5022,14.4862,14.5182
12/04/2015,IND RUPEE,1.5349,1.5332,1.5366
12/04/2015,HONGKONG DOLLAR,13.1849,13.1722,13.1975
12/04/2015,SINGAPORE DOLLAR,72.3641,72.2741,72.4542
12/04/2015,SAUDI RIYAL,27.224,27.187,27.2611
12/04/2015,CHINESE YUAN,15.9696,15.9541,15.985
12/04/2015,AUSTRALIAN $,74.7793,74.6972,74.8613
12/04/2015,US DOLLAR,102.1814,102.0833,102.2794
12/04/2015,STG POUND,153.7625,153.5967,153.9283
12/04/2015,EURO,110.7878,110.6661,110.9094
12/04/2015,SA RAND,7.1153,7.107,7.1237
12/04/2015,KES / USHS,32.4424,32.3623,32.5224
12/04/2015,KES / TSHS,21.1683,21.0991,21.2376
12/04/2015,KES / RWF,7.2959,7.2449,7.3469
12/04/2015,KES / BIF,15.3025,15.0431,15.5618
12/04/2015,AE DIRHAM,27.8211,27.7906,27.8516
12/04/2015,CAN $,76.3745,76.2898,76.4592
12/04/2015,S FRANC,101.7845,101.6361,101.9328
12/04/2015,JPY (100),83.0372,82.9474,83.127
12/04/2015,SW KRONER,11.9627,11.9491,11.9764
12/04/2015,NOR KRONER,11.9732,11.9589,11.9875
12/04/2015,DAN KRONER,14.8556,14.8403,14.8709
12/04/2015,IND RUPEE,1.5288,1.5271,1.5305
12/04/2015,HONGKONG DOLLAR,13.1849,13.1722,13.1975
12/04/2015,SINGAPORE DOLLAR,72.7891,72.7089,72.8693
12/04/2015,SAUDI RIYAL,27.2335,27.2055,27.2614
12/04/2015,CHINESE YUAN,15.9722,15.9563,15.9882
12/04/2015,AUSTRALIAN $,74.6384,74.5413,74.7356
12/04/2015,US DOLLAR,102.1814,102.0833,102.2794
12/04/2015,STG POUND,153.7625,153.5967,153.9283
12/04/2015,EURO,110.7878,110.6661,110.9094
12/04/2015,SA RAND,7.1153,7.107,7.1237
12/04/2015,KES / USHS,32.4424,32.3623,32.5224
12/04/2015,KES / TSHS,21.1683,21.0991,21.2376
12/04/2015,KES / RWF,7.2959,7.2449,7.3469
12/04/2015,KES / BIF,15.3025,15.0431,15.5618
12/04/2015,AE DIRHAM,27.8211,27.7906,27.8516
12/04/2015,CAN $,76.3745,76.2898,76.4592
12/04/2015,S FRANC,101.7845,101.6361,101.9328
12/04/2015,JPY (100),83.0372,82.9474,83.127
12/04/2015,SW KRONER,11.9627,11.9491,11.9764
12/04/2015,NOR KRONER,11.9732,11.9589,11.9875
12/04/2015,DAN KRONER,14.8556,14.8403,14.8709
12/04/2015,IND RUPEE,1.5288,1.5271,1.5305
12/04/2015,HONGKONG DOLLAR,13.1849,13.1722,13.1975
12/04/2015,SINGAPORE DOLLAR,72.7891,72.7089,72.8693
12/04/2015,SAUDI RIYAL,27.2335,27.2055,27.2614
12/04/2015,CHINESE YUAN,15.9722,15.9563,15.9882
12/04/2015,AUSTRALIAN $,74.6384,74.5413,74.7356
12/04/2015,US DOLLAR,102.1814,102.0833,102.2794
12/04/2015,STG POUND,153.7625,153.5967,153.9283
12/04/2015,EURO,110.7878,110.6661,110.9094
12/04/2015,SA RAND,7.1153,7.107,7.1237
12/04/2015,KES / USHS,32.4424,32.3623,32.5224
12/04/2015,KES / TSHS,21.1683,21.0991,21.2376
12/04/2015,KES / RWF,7.2959,7.2449,7.3469
12/04/2015,KES / BIF,15.3025,15.0431,15.5618
12/04/2015,AE DIRHAM,27.8211,27.7906,27.8516
12/04/2015,CAN $,76.3745,76.2898,76.4592
12/04/2015,S FRANC,101.7845,101.6361,101.9328
12/04/2015,JPY (100),83.0372,82.9474,83.127
12/04/2015,SW KRONER,11.9627,11.9491,11.9764
12/04/2015,NOR KRONER,11.9732,11.9589,11.9875
12/04/2015,DAN KRONER,14.8556,14.8403,14.8709
12/04/2015,IND RUPEE,1.5288,1.5271,1.5305
12/04/2015,HONGKONG DOLLAR,13.1849,13.1722,13.1975
12/04/2015,SINGAPORE DOLLAR,72.7891,72.7089,72.8693
12/04/2015,SAUDI RIYAL,27.2335,27.2055,27.2614
12/04/2015,CHINESE YUAN,15.9722,15.9563,15.9882
12/04/2015,AUSTRALIAN $,74.6384,74.5413,74.7356
12/04/2015,US DOLLAR,102.1814,102.0833,102.2794
12/04/2015,STG POUND,153.7625,153.5967,153.9283
12/04/2015,EURO,110.7878,110.6661,110.9094
12/04/2015,SA RAND,7.1153,7.107,7.1237
12/04/2015,KES / USHS,32.4424,32.3623,32.5224
12/04/2015,KES / TSHS,21.1683,21.0991,21.2376
12/04/2015,KES / RWF,7.2959,7.2449,7.3469
12/04/2015,KES / BIF,15.3025,15.0431,15.5618
12/04/2015,AE DIRHAM,27.8211,27.7906,27.8516
12/04/2015,CAN $,76.3745,76.2898,76.4592
12/04/2015,S FRANC,101.7845,101.6361,101.9328
12/04/2015,JPY (100),83.0372,82.9474,83.127
12/04/2015,SW KRONER,11.9627,11.9491,11.9764
12/04/2015,NOR KRONER,11.9732,11.9589,11.9875
12/04/2015,DAN KRONER,14.8556,14.8403,14.8709
12/04/2015,IND RUPEE,1.5288,1.5271,1.5305
12/04/2015,HONGKONG DOLLAR,13.1849,13.1722,13.1975
12/04/2015,SINGAPORE DOLLAR,72.7891,72.7089,72.8693
12/04/2015,SAUDI RIYAL,27.2335,27.2055,27.2614
12/04/2015,CHINESE YUAN,15.9722,15.9563,15.9882
12/04/2015,AUSTRALIAN $,74.6384,74.5413,74.7356
12/04/2015,US DOLLAR,102.1814,102.0833,102.2794
12/04/2015,STG POUND,153.7625,153.5967,153.9283
12/04/2015,EURO,110.7878,110.6661,110.9094
12/04/2015,SA RAND,7.1153,7.107,7.1237
12/04/2015,KES / USHS,32.4424,32.3623,32.5224
12/04/2015,KES / TSHS,21.1683,21.0991,21.2376
12/04/2015,KES / RWF,7.2959,7.2449,7.3469
12/04/2015,KES / BIF,15.3025,15.0431,15.5618
12/04/2015,AE DIRHAM,27.8211,27.7906,27.8516
12/04/2015,CAN $,76.3745,76.2898,76.4592
12/04/2015,S FRANC,101.7845,101.6361,101.9328
12/04/2015,JPY (100),83.0372,82.9474,83.127
12/04/2015,SW KRONER,11.9627,11.9491,11.9764
12/04/2015,NOR KRONER,11.9732,11.9589,11.9875
12/04/2015,DAN KRONER,14.8556,14.8403,14.8709
12/04/2015,IND RUPEE,1.5288,1.5271,1.5305
12/04/2015,HONGKONG DOLLAR,13.1849,13.1722,13.1975
12/04/2015,SINGAPORE DOLLAR,72.7891,72.7089,72.8693
12/04/2015,SAUDI RIYAL,27.2335,27.2055,27.2614
12/04/2015,CHINESE YUAN,15.9722,15.9563,15.9882
12/04/2015,AUSTRALIAN $,74.6384,74.5413,74.7356
12/04/2015,US DOLLAR,102.1814,102.0833,102.2794
12/04/2015,STG POUND,153.7625,153.5967,153.9283
12/04/2015,EURO,110.7878,110.6661,110.9094
12/04/2015,SA RAND,7.1153,7.107,7.1237
12/04/2015,KES / USHS,32.4424,32.3623,32.5224
12/04/2015,KES / TSHS,21.1683,21.0991,21.2376
12/04/2015,KES / RWF,7.2959,7.2449,7.3469
12/04/2015,KES / BIF,15.3025,15.0431,15.5618
12/04/2015,AE DIRHAM,27.8211,27.7906,27.8516
12/04/2015,CAN $,76.3745,76.2898,76.4592
12/04/2015,S FRANC,101.7845,101.6361,101.9328
12/04/2015,JPY (100),83.0372,82.9474,83.127
12/04/2015,SW KRONER,11.9627,11.9491,11.9764
12/04/2015,NOR KRONER,11.9732,11.9589,11.9875
12/04/2015,DAN KRONER,14.8556,14.8403,14.8709
12/04/2015,IND RUPEE,1.5288,1.5271,1.5305
12/04/2015,HONGKONG DOLLAR,13.1849,13.1722,13.1975
12/04/2015,SINGAPORE DOLLAR,72.7891,72.7089,72.8693
12/04/2015,SAUDI RIYAL,27.2335,27.2055,27.2614
12/04/2015,CHINESE YUAN,15.9722,15.9563,15.9882
12/04/2015,AUSTRALIAN $,74.6384,74.5413,74.7356
12/04/2015,US DOLLAR,102.1814,102.0833,102.2794
12/04/2015,STG POUND,153.7625,153.5967,153.9283
12/04/2015,EURO,110.7878,110.6661,110.9094
12/04/2015,SA RAND,7.1153,7.107,7.1237
12/04/2015,KES / USHS,32.4424,32.3623,32.5224
12/04/2015,KES / TSHS,21.1683,21.0991,21.2376
12/04/2015,KES / RWF,7.2959,7.2449,7.3469
12/04/2015,KES / BIF,15.3025,15.0431,15.5618
12/04/2015,AE DIRHAM,27.8211,27.7906,27.8516
12/04/2015,CAN $,76.3745,76.2898,76.4592
12/04/2015,S FRANC,101.7845,101.6361,101.9328
12/04/2015,JPY (100),83.0372,82.9474,83.127
12/04/2015,SW KRONER,11.9627,11.9491,11.9764
12/04/2015,NOR KRONER,11.9732,11.9589,11.9875
12/04/2015,DAN KRONER,14.8556,14.8403,14.8709
12/04/2015,IND RUPEE,1.5288,1.5271,1.5305
12/04/2015,HONGKONG DOLLAR,13.1849,13.1722,13.1975
12/04/2015,SINGAPORE DOLLAR,72.7891,72.7089,72.8693
12/04/2015,SAUDI RIYAL,27.2335,27.2055,27.2614
12/04/2015,CHINESE YUAN,15.9722,15.9563,15.9882
12/04/2015,AUSTRALIAN $,74.6384,74.5413,74.7356
12/04/2015,US DOLLAR,102.1814,102.0833,102.2794
12/04/2015,STG POUND,153.7625,153.5967,153.9283
12/04/2015,EURO,110.7878,110.6661,110.9094
12/04/2015,SA RAND,7.1153,7.107,7.1237
12/04/2015,KES / USHS,32.4424,32.3623,32.5224
12/04/2015,KES / TSHS,21.1683,21.0991,21.2376
12/04/2015,KES / RWF,7.2959,7.2449,7.3469
12/04/2015,KES / BIF,15.3025,15.0431,15.5618
12/04/2015,AE DIRHAM,27.8211,27.7906,27.8516
12/04/2015,CAN $,76.3745,76.2898,76.4592
12/04/2015,S FRANC,101.7845,101.6361,101.9328
12/04/2015,JPY (100),83.0372,82.9474,83.127
12/04/2015,SW KRONER,11.9627,11.9491,11.9764
12/04/2015,NOR KRONER,11.9732,11.9589,11.9875
12/04/2015,DAN KRONER,14.8556,14.8403,14.8709
12/04/2015,IND RUPEE,1.5288,1.5271,1.5305
12/04/2015,HONGKONG DOLLAR,13.1849,13.1722,13.1975
12/04/2015,SINGAPORE DOLLAR,72.7891,72.7089,72.8693
12/04/2015,SAUDI RIYAL,27.2335,27.2055,27.2614
12/04/2015,CHINESE YUAN,15.9722,15.9563,15.9882
12/04/2015,AUSTRALIAN $,74.6384,74.5413,74.7356
12/04/2015,US DOLLAR,102.1814,102.0833,102.2794
12/04/2015,STG POUND,153.7625,153.5967,153.9283
12/04/2015,EURO,110.7878,110.6661,110.9094
12/04/2015,SA RAND,7.1153,7.107,7.1237
12/04/2015,KES / USHS,32.4424,32.3623,32.5224
12/04/2015,KES / TSHS,21.1683,21.0991,21.2376
12/04/2015,KES / RWF,7.2959,7.2449,7.3469
12/04/2015,KES / BIF,15.3025,15.0431,15.5618
12/04/2015,AE DIRHAM,27.8211,27.7906,27.8516
12/04/2015,CAN $,76.3745,76.2898,76.4592
12/04/2015,S FRANC,101.7845,101.6361,101.9328
12/04/2015,JPY (100),83.0372,82.9474,83.127
12/04/2015,SW KRONER,11.9627,11.9491,11.9764
12/04/2015,NOR KRONER,11.9732,11.9589,11.9875
12/04/2015,DAN KRONER,14.8556,14.8403,14.8709
12/04/2015,IND RUPEE,1.5288,1.5271,1.5305
12/04/2015,HONGKONG DOLLAR,13.1849,13.1722,13.1975
12/04/2015,SINGAPORE DOLLAR,72.7891,72.7089,72.8693
12/04/2015,SAUDI RIYAL,27.2335,27.2055,27.2614
12/04/2015,CHINESE YUAN,15.9722,15.9563,15.9882
12/04/2015,AUSTRALIAN $,74.6384,74.5413,74.7356
12/04/2015,US DOLLAR,102.1814,102.0833,102.2794
12/04/2015,STG POUND,153.7625,153.5967,153.9283
12/04/2015,EURO,110.7878,110.6661,110.9094
12/04/2015,SA RAND,7.1153,7.107,7.1237
12/04/2015,KES / USHS,32.4424,32.3623,32.5224
12/04/2015,KES / TSHS,21.1683,21.0991,21.2376
12/04/2015,KES / RWF,7.2959,7.2449,7.3469
12/04/2015,KES / BIF,15.3025,15.0431,15.5618
12/04/2015,AE DIRHAM,27.8211,27.7906,27.8516
12/04/2015,CAN $,76.3745,76.2898,76.4592
12/04/2015,S FRANC,101.7845,101.6361,101.9328
12/04/2015,JPY (100),83.0372,82.9474,83.127
12/04/2015,SW KRONER,11.9627,11.9491,11.9764
12/04/2015,NOR KRONER,11.9732,11.9589,11.9875
12/04/2015,DAN KRONER,14.8556,14.8403,14.8709
12/04/2015,IND RUPEE,1.5288,1.5271,1.5305
12/04/2015,HONGKONG DOLLAR,13.1849,13.1722,13.1975
12/04/2015,SINGAPORE DOLLAR,72.7891,72.7089,72.8693
12/04/2015,SAUDI RIYAL,27.2335,27.2055,27.2614
12/04/2015,CHINESE YUAN,15.9722,15.9563,15.9882
12/04/2015,AUSTRALIAN $,74.6384,74.5413,74.7356
12/04/2015,US DOLLAR,102.1814,102.0833,102.2794
12/04/2015,STG POUND,153.7625,153.5967,153.9283
12/04/2015,EURO,110.7878,110.6661,110.9094
12/04/2015,SA RAND,7.1153,7.107,7.1237
12/04/2015,KES / USHS,32.4424,32.3623,32.5224
12/04/2015,KES / TSHS,21.1683,21.0991,21.2376
12/04/2015,KES / RWF,7.2959,7.2449,7.3469
12/04/2015,KES / BIF,15.3025,15.0431,15.5618
12/04/2015,AE DIRHAM,27.8211,27.7906,27.8516
12/04/2015,CAN $,76.3745,76.2898,76.4592
12/04/2015,S FRANC,101.7845,101.6361,101.9328
12/04/2015,JPY (100),83.0372,82.9474,83.127
12/04/2015,SW KRONER,11.9627,11.9491,11.9764
12/04/2015,NOR KRONER,11.9732,11.9589,11.9875
12/04/2015,DAN KRONER,14.8556,14.8403,14.8709
12/04/2015,IND RUPEE,1.5288,1.5271,1.5305
