Date,Currency,Mean,Buy,Sell
08/07/2015,CAN $,77.1405,77.0517,77.2294
08/07/2015,S FRANC,103.0753,102.9605,103.1901
08/07/2015,JPY (100),81.0836,80.9894,81.1778
08/07/2015,SW KRONER,11.5734,11.5537,11.5931
08/07/2015,NOR KRONER,12.2286,12.2109,12.2463
08/07/2015,DAN KRONER,14.8047,14.7891,14.8204
08/07/2015,IND RUPEE,1.5859,1.5843,1.5876
08/07/2015,HONGKONG DOLLAR,13.0563,13.0437,13.0688
08/07/2015,SINGAPORE DOLLAR,73.0086,72.9279,73.0893
08/07/2015,SAUDI RIYAL,26.9871,26.9605,27.0138
08/07/2015,CHINESE YUAN,16.2978,16.2795,16.3161
08/07/2015,AUSTRALIAN $,74.5321,74.4452,74.6189
09/07/2015,US DOLLAR,100.3683,100.2778,100.4588
09/07/2015,STG POUND,154.3911,154.2317,154.5506
09/07/2015,EURO,111.3764,111.2706,111.4822
09/07/2015,SA RAND,8.0245,8.0153,8.0336
09/07/2015,KES / USHS,35.6687,35.5867,35.7507
09/07/2015,KES / TSHS,22.3677,22.2977,22.4377
09/07/2015,KES / RWF,7.2153,7.1739,7.2566
09/07/2015,KES / BIF,16.3349,16.2206,16.4493
09/07/2015,AE DIRHAM,27.3256,27.3006,27.3506
09/07/2015,CAN $,79.0333,78.9464,79.1201
09/07/2015,S FRANC,106.2661,106.1477,106.3844
09/07/2015,JPY (100),82.6757,82.5943,82.7571
09/07/2015,SW KRONER,11.8892,11.8763,11.902
09/07/2015,NOR KRONER,12.2572,12.236,12.2783
09/07/2015,DAN KRONER,14.9253,14.9108,14.9399
09/07/2015,IND RUPEE,1.5801,1.5786,1.5816
09/07/2015,HONGKONG DOLLAR,12.9459,12.9342,12.9576
09/07/2015,SINGAPORE DOLLAR,74.3662,74.2743,74.4581
09/07/2015,SAUDI RIYAL,26.7613,26.7365,26.7862
09/07/2015,CHINESE YUAN,16.1668,16.1496,16.184
09/07/2015,AUSTRALIAN $,75.1307,75.0278,75.2336
10/07/2015,US DOLLAR,100.7421,100.64,100.8441
10/07/2015,STG POUND,154.8486,154.7356,154.9617
10/07/2015,EURO,111.6806,111.5844,111.7767
10/07/2015,SA RAND,8.0862,8.0752,8.0972
10/07/2015,KES / USHS,34.4941,34.4095,34.5787
10/07/2015,KES / TSHS,22.1854,22.1133,22.2576
10/07/2015,KES / RWF,7.3568,7.3146,7.3989
10/07/2015,KES / BIF,16.2743,16.2081,16.3405
10/07/2015,AE DIRHAM,27.4281,27.3999,27.4563
10/07/2015,CAN $,79.4183,79.3315,79.505
10/07/2015,S FRANC,106.442,106.3286,106.5555
10/07/2015,JPY (100),82.6534,82.5527,82.7541
10/07/2015,SW KRONER,11.9359,11.9211,11.9508
10/07/2015,NOR KRONER,12.4404,12.425,12.4559
10/07/2015,DAN KRONER,14.9874,14.9711,15.0037
10/07/2015,IND RUPEE,1.5889,1.5871,1.5906
10/07/2015,HONGKONG DOLLAR,12.997,12.9838,13.0101
10/07/2015,SINGAPORE DOLLAR,74.6985,74.5979,74.7991
10/07/2015,SAUDI RIYAL,26.861,26.833,26.8889
10/07/2015,CHINESE YUAN,16.2252,16.2074,16.2429
10/07/2015,AUSTRALIAN $,75.3148,75.2083,75.4213
13/07/2015,US DOLLAR,101.8489,101.7561,101.9418
13/07/2015,STG POUND,158.8222,158.6572,158.9872
13/07/2015,EURO,113.53,113.3783,113.6817
13/07/2015,SA RAND,8.1737,8.164,8.1835
13/07/2015,KES / USHS,32.4014,31.8809,32.9219
13/07/2015,KES / TSHS,20.6679,20.6,20.7359
13/07/2015,KES / RWF,7.2802,7.2392,7.3212
13/07/2015,KES / BIF,16.0975,15.9846,16.2103
13/07/2015,AE DIRHAM,27.7287,27.7031,27.7544
13/07/2015,CAN $,80.1676,80.0788,80.2565
13/07/2015,S FRANC,108.3096,108.1936,108.4256
13/07/2015,JPY (100),83.0844,82.9985,83.1702
13/07/2015,SW KRONER,12.0671,12.0504,12.0838
13/07/2015,NOR KRONER,12.6904,12.6684,12.7125
13/07/2015,DAN KRONER,15.1995,15.1845,15.2145
13/07/2015,IND RUPEE,1.6047,1.603,1.6064
13/07/2015,HONGKONG DOLLAR,13.1398,13.1278,13.1517
13/07/2015,SINGAPORE DOLLAR,75.3209,75.2244,75.4174
13/07/2015,SAUDI RIYAL,27.1561,27.1306,27.1816
13/07/2015,CHINESE YUAN,16.4045,16.3869,16.4221
13/07/2015,AUSTRALIAN $,75.852,75.7574,75.9466
14/07/2015,US DOLLAR,101.8089,101.6972,101.9206
14/07/2015,STG POUND,157.7311,157.5472,157.915
14/07/2015,EURO,112.2667,112.1517,112.3817
14/07/2015,SA RAND,8.1724,8.1601,8.1846
14/07/2015,KES / USHS,32.2173,32.1329,32.3018
14/07/2015,KES / TSHS,19.9885,19.9175,20.0595
14/07/2015,KES / RWF,7.2831,7.2407,7.3255
14/07/2015,KES / BIF,16.1038,16.0369,16.1706
14/07/2015,AE DIRHAM,27.7178,27.687,27.7486
14/07/2015,CAN $,79.8564,79.7563,79.9565
14/07/2015,S FRANC,107.1223,106.9371,107.3074
14/07/2015,JPY (100),82.6002,82.4929,82.7076
14/07/2015,SW KRONER,11.9922,11.9769,12.0075
14/07/2015,NOR KRONER,12.5813,12.5651,12.5974
14/07/2015,DAN KRONER,15.0158,14.9983,15.0334
14/07/2015,IND RUPEE,1.6027,1.6008,1.6045
14/07/2015,HONGKONG DOLLAR,13.1339,13.1195,13.1483
14/07/2015,SINGAPORE DOLLAR,74.8568,74.7444,74.9692
14/07/2015,SAUDI RIYAL,27.1447,27.1142,27.1752
14/07/2015,CHINESE YUAN,16.3982,16.3793,16.4171
14/07/2015,AUSTRALIAN $,75.639,75.5305,75.7474
15/07/2015,US DOLLAR,101.5598,101.4667,101.6529
15/07/2015,STG POUND,158.7861,158.6194,158.9528
15/07/2015,EURO,111.6608,111.535,111.7867
15/07/2015,SA RAND,8.218,8.2073,8.2288
15/07/2015,KES / USHS,32.6902,32.611,32.7694
15/07/2015,KES / TSHS,19.9883,19.9207,20.0558
15/07/2015,KES / RWF,7.301,7.2598,7.3421
15/07/2015,KES / BIF,16.1433,16.03,16.2566
15/07/2015,AE DIRHAM,27.6504,27.6243,27.6765
15/07/2015,CAN $,79.711,79.6254,79.7966
15/07/2015,S FRANC,107.3684,107.2586,107.4783
15/07/2015,JPY (100),82.2646,82.1792,82.3501
15/07/2015,SW KRONER,11.9317,11.9186,11.9447
15/07/2015,NOR KRONER,12.4923,12.477,12.5076
15/07/2015,DAN KRONER,14.9667,14.9519,14.9816
15/07/2015,IND RUPEE,1.6021,1.6005,1.6037
15/07/2015,HONGKONG DOLLAR,13.103,13.091,13.115
15/07/2015,SINGAPORE DOLLAR,74.5558,74.46,74.6515
15/07/2015,SAUDI RIYAL,27.079,27.0534,27.1046
15/07/2015,CHINESE YUAN,16.3566,16.339,16.3742
15/07/2015,AUSTRALIAN $,75.7941,75.7144,75.8738
16/07/2015,US DOLLAR,102.0386,101.9361,102.1412
16/07/2015,STG POUND,159.3742,159.1956,159.5528
16/07/2015,EURO,111.5558,111.435,111.6767
16/07/2015,SA RAND,8.2064,8.1948,8.2179
16/07/2015,KES / USHS,32.5368,32.4551,32.6185
16/07/2015,KES / TSHS,21.0215,20.9514,21.0916
16/07/2015,KES / RWF,7.2667,7.2251,7.3083
16/07/2015,KES / BIF,16.0676,15.9534,16.1817
16/07/2015,AE DIRHAM,27.7804,27.7521,27.8087
16/07/2015,CAN $,78.9956,78.904,79.0872
16/07/2015,S FRANC,106.9364,106.7617,107.1111
16/07/2015,JPY (100),82.3956,82.2995,82.4917
16/07/2015,SW KRONER,11.9629,11.9488,11.977
16/07/2015,NOR KRONER,12.4832,12.4624,12.504
16/07/2015,DAN KRONER,14.9456,14.9298,14.9614
16/07/2015,IND RUPEE,1.607,1.6053,1.6088
16/07/2015,HONGKONG DOLLAR,13.1653,13.152,13.1785
16/07/2015,SINGAPORE DOLLAR,74.6115,74.5093,74.7138
16/07/2015,SAUDI RIYAL,27.2067,27.1786,27.2347
16/07/2015,CHINESE YUAN,16.4335,16.4143,16.4526
16/07/2015,AUSTRALIAN $,75.2586,75.1473,75.37
17/07/2015,US DOLLAR,102.5016,102.3972,102.6059
17/07/2015,STG POUND,160.1492,159.97,160.3283
17/07/2015,EURO,111.6286,111.5083,111.7489
17/07/2015,SA RAND,8.2709,8.2605,8.2813
17/07/2015,KES / USHS,32.4191,32.3373,32.5009
17/07/2015,KES / TSHS,21.0241,20.954,21.0943
17/07/2015,KES / RWF,7.2339,7.1924,7.2754
17/07/2015,KES / BIF,15.995,15.8812,16.1088
17/07/2015,AE DIRHAM,27.9064,27.8776,27.9352
17/07/2015,CAN $,79.1274,79.0346,79.2201
17/07/2015,S FRANC,107.1408,106.9981,107.2834
17/07/2015,JPY (100),82.6192,82.5318,82.7067
17/07/2015,SW KRONER,12.0002,11.9836,12.0169
17/07/2015,NOR KRONER,12.5747,12.5596,12.5898
17/07/2015,DAN KRONER,14.9655,14.9492,14.9818
17/07/2015,IND RUPEE,1.6146,1.6128,1.6163
17/07/2015,HONGKONG DOLLAR,13.2252,13.2117,13.2386
17/07/2015,SINGAPORE DOLLAR,75.0048,74.923,75.0866
17/07/2015,SAUDI RIYAL,27.3312,27.3023,27.3601
17/07/2015,CHINESE YUAN,16.5079,16.4907,16.5251
17/07/2015,AUSTRALIAN $,76.0203,75.9173,76.1233
20/07/2015,US DOLLAR,102.4957,102.3972,102.5941
20/07/2015,STG POUND,159.8572,159.685,160.0294
20/07/2015,EURO,110.9919,110.8672,111.1167
20/07/2015,SA RAND,8.2477,8.2378,8.2576
20/07/2015,KES / USHS,32.5088,32.4288,32.5888
20/07/2015,KES / TSHS,21.1229,21.0538,21.192
20/07/2015,KES / RWF,7.2343,7.1932,7.2754
20/07/2015,KES / BIF,15.9959,15.9316,16.0601
20/07/2015,AE DIRHAM,27.9048,27.8776,27.932
20/07/2015,CAN $,78.9522,78.8642,79.0402
20/07/2015,S FRANC,106.4006,106.2873,106.5138
20/07/2015,JPY (100),82.5413,82.4521,82.6306
20/07/2015,SW KRONER,11.8559,11.8415,11.8702
20/07/2015,NOR KRONER,12.5371,12.5204,12.5537
20/07/2015,DAN KRONER,14.8751,14.8598,14.8905
20/07/2015,IND RUPEE,1.6127,1.611,1.6144
20/07/2015,HONGKONG DOLLAR,13.2249,13.2122,13.2376
20/07/2015,SINGAPORE DOLLAR,74.7189,74.6444,74.7934
20/07/2015,SAUDI RIYAL,27.3285,27.3016,27.3555
20/07/2015,CHINESE YUAN,16.5057,16.4872,16.5243
20/07/2015,AUSTRALIAN $,75.483,75.3848,75.5811
21/07/2015,US DOLLAR,102.551,102.4667,102.6353
21/07/2015,STG POUND,159.5825,159.4183,159.7467
21/07/2015,EURO,110.9244,110.8194,111.0294
21/07/2015,SA RAND,8.24,8.2307,8.2493
21/07/2015,KES / USHS,32.423,32.3475,32.4984
21/07/2015,KES / TSHS,20.9165,20.8505,20.9824
21/07/2015,KES / RWF,7.2304,7.1903,7.2705
21/07/2015,KES / BIF,16.0018,15.9398,16.0639
21/07/2015,AE DIRHAM,27.9198,27.8965,27.9432
21/07/2015,CAN $,78.8369,78.7599,78.9138
21/07/2015,S FRANC,106.3146,106.1941,106.435
21/07/2015,JPY (100),82.3736,82.2959,82.4512
21/07/2015,SW KRONER,11.8779,11.8652,11.8906
21/07/2015,NOR KRONER,12.4546,12.4413,12.4678
21/07/2015,DAN KRONER,14.8644,14.8511,14.8777
21/07/2015,IND RUPEE,1.6094,1.608,1.6108
21/07/2015,HONGKONG DOLLAR,13.2315,13.2207,13.2424
21/07/2015,SINGAPORE DOLLAR,74.852,74.7659,74.9382
21/07/2015,SAUDI RIYAL,27.3436,27.3201,27.3672
21/07/2015,CHINESE YUAN,16.5146,16.5008,16.5285
21/07/2015,AUSTRALIAN $,75.2878,75.2105,75.3651
22/07/2015,US DOLLAR,101.4984,101.4056,101.5912
22/07/2015,STG POUND,157.8869,157.74,158.0339
22/07/2015,EURO,111.0019,110.8794,111.1244
22/07/2015,SA RAND,8.2132,8.2007,8.2257
22/07/2015,KES / USHS,32.4636,32.3847,32.5426
22/07/2015,KES / TSHS,21.0349,20.9664,21.1034
22/07/2015,KES / RWF,7.3054,7.2642,7.3465
22/07/2015,KES / BIF,16.1678,16.1037,16.232
22/07/2015,AE DIRHAM,27.6352,27.6061,27.6642
22/07/2015,CAN $,78.3227,78.239,78.4064
22/07/2015,S FRANC,105.9372,105.774,106.1004
22/07/2015,JPY (100),82.052,81.9704,82.1337
22/07/2015,SW KRONER,11.8784,11.8591,11.8977
22/07/2015,NOR KRONER,12.5032,12.4894,12.5169
22/07/2015,DAN KRONER,14.8774,14.8627,14.8921
22/07/2015,IND RUPEE,1.5966,1.5951,1.5982
22/07/2015,HONGKONG DOLLAR,13.0962,13.0843,13.1082
22/07/2015,SINGAPORE DOLLAR,74.4014,74.3279,74.4749
22/07/2015,SAUDI RIYAL,27.0536,27.0271,27.0801
22/07/2015,CHINESE YUAN,16.3472,16.3297,16.3648
22/07/2015,AUSTRALIAN $,75.2408,75.1415,75.34
23/07/2015,US DOLLAR,100.5213,100.425,100.6176
23/07/2015,STG POUND,157.0556,156.8644,157.2467
23/07/2015,EURO,109.8906,109.7722,110.0089
23/07/2015,SA RAND,8.0979,8.0858,8.11
23/07/2015,KES / USHS,32.7295,32.6483,32.8106
23/07/2015,KES / TSHS,21.0404,20.9705,21.1103
23/07/2015,KES / RWF,7.2179,7.1762,7.2596
23/07/2015,KES / BIF,16.325,16.2595,16.3904
23/07/2015,AE DIRHAM,27.368,27.3414,27.3946
23/07/2015,CAN $,77.1224,77.0367,77.2081
23/07/2015,S FRANC,104.7534,104.6203,104.8865
23/07/2015,JPY (100),81.0101,80.9292,81.0909
23/07/2015,SW KRONER,11.7021,11.6886,11.7157
23/07/2015,NOR KRONER,12.3173,12.301,12.3336
23/07/2015,DAN KRONER,14.7257,14.7102,14.7412
23/07/2015,IND RUPEE,1.5773,1.5755,1.5791
23/07/2015,HONGKONG DOLLAR,12.9693,12.9569,12.9817
23/07/2015,SINGAPORE DOLLAR,73.459,73.3833,73.5348
23/07/2015,SAUDI RIYAL,26.8028,26.7764,26.8292
23/07/2015,CHINESE YUAN,16.1878,16.1697,16.2059
23/07/2015,AUSTRALIAN $,74.0591,73.963,74.1552
24/07/2015,US DOLLAR,100.7268,100.6389,100.8147
24/07/2015,STG POUND,156.3144,156.1628,156.4661
24/07/2015,EURO,110.5508,110.4439,110.6578
24/07/2015,SA RAND,8.0515,8.0395,8.0635
24/07/2015,KES / USHS,33.0102,32.9317,33.0886
24/07/2015,KES / TSHS,20.6003,20.5327,20.668
24/07/2015,KES / RWF,7.3613,7.3202,7.4025
24/07/2015,KES / BIF,16.2916,16.2277,16.3556
24/07/2015,AE DIRHAM,27.4232,27.3989,27.4475
24/07/2015,CAN $,77.3008,77.2185,77.3831
24/07/2015,S FRANC,104.8801,104.7558,105.0044
24/07/2015,JPY (100),81.3001,81.2259,81.3744
24/07/2015,SW KRONER,11.7459,11.7315,11.7602
24/07/2015,NOR KRONER,12.2778,12.2569,12.2987
24/07/2015,DAN KRONER,14.8166,14.8024,14.8307
24/07/2015,IND RUPEE,1.5751,1.5736,1.5766
24/07/2015,HONGKONG DOLLAR,12.9963,12.985,13.0077
24/07/2015,SINGAPORE DOLLAR,73.3973,73.3306,73.464
24/07/2015,SAUDI RIYAL,26.8583,26.8342,26.8825
24/07/2015,CHINESE YUAN,16.2209,16.2041,16.2377
24/07/2015,AUSTRALIAN $,73.4802,73.406,73.5544
27/07/2015,US DOLLAR,101.2913,101.1944,101.3882
27/07/2015,STG POUND,157.2647,157.1328,157.3967
27/07/2015,EURO,111.4631,111.3439,111.5822
27/07/2015,SA RAND,8.0341,8.0216,8.0466
27/07/2015,KES / USHS,32.8262,32.7454,32.9069
27/07/2015,KES / TSHS,20.4855,20.4166,20.5545
27/07/2015,KES / RWF,7.3203,7.2788,7.3619
27/07/2015,KES / BIF,15.8454,15.7809,15.91
27/07/2015,AE DIRHAM,27.5769,27.5501,27.6037
27/07/2015,CAN $,77.743,77.6567,77.8293
27/07/2015,S FRANC,105.4844,105.367,105.6017
27/07/2015,JPY (100),82.014,81.9322,82.0957
27/07/2015,SW KRONER,11.8161,11.8028,11.8295
27/07/2015,NOR KRONER,12.3607,12.3444,12.3771
27/07/2015,DAN KRONER,14.9391,14.9237,14.9545
27/07/2015,IND RUPEE,1.5824,1.5808,1.5841
27/07/2015,HONGKONG DOLLAR,13.0692,13.0567,13.0817
27/07/2015,SINGAPORE DOLLAR,73.9164,73.8215,74.0114
27/07/2015,SAUDI RIYAL,27.0096,26.983,27.0361
27/07/2015,CHINESE YUAN,16.3122,16.2959,16.3284
27/07/2015,AUSTRALIAN $,73.8617,73.7606,73.9627
28/07/2015,US DOLLAR,102.0455,101.9528,102.1382
28/07/2015,STG POUND,158.9867,158.8089,159.1644
28/07/2015,EURO,113.0494,112.9272,113.1717
28/07/2015,SA RAND,8.1035,8.0937,8.1132
28/07/2015,KES / USHS,33.0246,32.9455,33.1036
28/07/2015,KES / TSHS,20.4321,20.3646,20.4997
28/07/2015,KES / RWF,7.1096,7.0689,7.1504
28/07/2015,KES / BIF,15.1247,15.0619,15.1874
28/07/2015,AE DIRHAM,27.7822,27.7566,27.8079
28/07/2015,CAN $,78.4181,78.3288,78.5075
28/07/2015,S FRANC,106.049,105.881,106.217
28/07/2015,JPY (100),82.5878,82.5061,82.6696
28/07/2015,SW KRONER,11.98,11.9605,11.9995
28/07/2015,NOR KRONER,12.4948,12.4716,12.518
28/07/2015,DAN KRONER,15.1443,15.1294,15.1592
28/07/2015,IND RUPEE,1.5938,1.5923,1.5954
28/07/2015,HONGKONG DOLLAR,13.166,13.154,13.1779
28/07/2015,SINGAPORE DOLLAR,74.6793,74.6032,74.7554
28/07/2015,SAUDI RIYAL,27.2121,27.1867,27.2376
28/07/2015,CHINESE YUAN,16.4335,16.4159,16.4511
28/07/2015,AUSTRALIAN $,74.5698,74.4663,74.6733
29/07/2015,US DOLLAR,102.4316,102.345,102.5182
29/07/2015,STG POUND,159.8853,159.7317,160.0389
29/07/2015,EURO,113.2092,113.0944,113.3239
29/07/2015,SA RAND,8.1571,8.1473,8.1668
29/07/2015,KES / USHS,33.2418,33.1648,33.3187
29/07/2015,KES / TSHS,20.4527,20.3866,20.5188
29/07/2015,KES / RWF,6.7854,6.6322,6.9387
29/07/2015,KES / BIF,15.0286,14.9671,15.0901
29/07/2015,AE DIRHAM,27.8873,27.8634,27.9113
29/07/2015,CAN $,79.1681,79.0859,79.2503
29/07/2015,S FRANC,106.4059,106.2993,106.5125
29/07/2015,JPY (100),82.9977,82.9174,83.078
29/07/2015,SW KRONER,11.9513,11.9285,11.9742
29/07/2015,NOR KRONER,12.5198,12.4989,12.5408
29/07/2015,DAN KRONER,15.1746,15.1607,15.1886
29/07/2015,IND RUPEE,1.603,1.6014,1.6046
29/07/2015,HONGKONG DOLLAR,13.2165,13.2053,13.2276
29/07/2015,SINGAPORE DOLLAR,75.1075,75.0385,75.1765
29/07/2015,SAUDI RIYAL,27.3144,27.2905,27.3382
29/07/2015,CHINESE YUAN,16.4978,16.4833,16.5123
29/07/2015,AUSTRALIAN $,75.0004,74.9268,75.0741
30/07/2015,US DOLLAR,101.8798,101.7861,101.9735
30/07/2015,STG POUND,158.9769,158.8133,159.1406
30/07/2015,EURO,111.7903,111.6783,111.9022
30/07/2015,SA RAND,8.1131,8.1028,8.1234
30/07/2015,KES / USHS,33.3727,33.293,33.4525
30/07/2015,KES / TSHS,20.7107,20.6426,20.7789
30/07/2015,KES / RWF,6.7728,6.6684,6.8772
30/07/2015,KES / BIF,15.0766,15.0137,15.1396
30/07/2015,AE DIRHAM,27.7371,27.7112,27.763
30/07/2015,CAN $,78.7416,78.654,78.8293
30/07/2015,S FRANC,105.8327,105.7189,105.9465
30/07/2015,JPY (100),82.5506,82.4646,82.6366
30/07/2015,SW KRONER,11.8869,11.8633,11.9106
30/07/2015,NOR KRONER,12.4524,12.4307,12.4741
30/07/2015,DAN KRONER,14.9829,14.9677,14.9981
30/07/2015,IND RUPEE,1.5944,1.5926,1.5961
30/07/2015,HONGKONG DOLLAR,13.1443,13.1322,13.1563
30/07/2015,SINGAPORE DOLLAR,74.3269,74.2531,74.4006
30/07/2015,SAUDI RIYAL,27.1672,27.1415,27.1929
30/07/2015,CHINESE YUAN,16.4068,16.3891,16.4246
30/07/2015,AUSTRALIAN $,74.5302,74.4362,74.6242
31/07/2015,US DOLLAR,102.5212,102.4278,102.6147
31/07/2015,STG POUND,159.9925,159.8283,160.1567
31/07/2015,EURO,112.0703,111.9628,112.1778
31/07/2015,SA RAND,8.0589,8.0493,8.0685
31/07/2015,KES / USHS,33.3298,33.2506,33.4089
31/07/2015,KES / TSHS,20.6104,20.5429,20.678
31/07/2015,KES / RWF,6.7548,6.6755,6.8341
31/07/2015,KES / BIF,14.9433,14.8809,15.0057
31/07/2015,AE DIRHAM,27.9117,27.8859,27.9376
31/07/2015,CAN $,78.8201,78.73,78.9101
31/07/2015,S FRANC,105.9706,105.8576,106.0836
31/07/2015,JPY (100),82.5952,82.5165,82.6738
31/07/2015,SW KRONER,11.882,11.867,11.8969
31/07/2015,NOR KRONER,12.5385,12.5127,12.5642
31/07/2015,DAN KRONER,15.021,15.0058,15.0362
31/07/2015,IND RUPEE,1.6009,1.5992,1.6026
31/07/2015,HONGKONG DOLLAR,13.2253,13.2132,13.2374
31/07/2015,SINGAPORE DOLLAR,74.5908,74.5092,74.6723
31/07/2015,SAUDI RIYAL,27.3375,27.3119,27.3632
31/07/2015,CHINESE YUAN,16.5099,16.4945,16.5252
31/07/2015,AUSTRALIAN $,74.7688,74.6801,74.8574
03/08/2015,US DOLLAR,101.7743,101.675,101.8735
03/08/2015,STG POUND,159.6217,159.4478,159.7956
03/08/2015,EURO,111.7681,111.6467,111.8894
03/08/2015,SA RAND,8.0269,8.0161,8.0377
03/08/2015,KES / USHS,33.8495,33.7674,33.9316
03/08/2015,KES / TSHS,20.8796,20.8101,20.9491
03/08/2015,KES / RWF,6.7798,6.6749,6.8847
03/08/2015,KES / BIF,15.2201,15.107,15.3332
03/08/2015,AE DIRHAM,27.7084,27.681,27.7358
03/08/2015,CAN $,77.5393,77.4608,77.6179
03/08/2015,S FRANC,105.3238,105.1665,105.481
03/08/2015,JPY (100),82.0297,81.9365,82.123
03/08/2015,SW KRONER,11.8201,11.8072,11.8331
03/08/2015,NOR KRONER,12.4248,12.4067,12.443
03/08/2015,DAN KRONER,14.9839,14.9678,14.9999
03/08/2015,IND RUPEE,1.5917,1.5899,1.5935
03/08/2015,HONGKONG DOLLAR,13.1293,13.1165,13.1421
03/08/2015,SINGAPORE DOLLAR,73.9962,73.8971,74.0952
03/08/2015,SAUDI RIYAL,27.1376,27.1104,27.1648
03/08/2015,CHINESE YUAN,16.3898,16.3712,16.4085
03/08/2015,AUSTRALIAN $,74.1986,74.1007,74.2964
04/08/2015,US DOLLAR,101.3255,101.2333,101.4176
04/08/2015,STG POUND,157.9928,157.8278,158.1578
04/08/2015,EURO,110.9342,110.82,111.0483
04/08/2015,SA RAND,7.9992,7.9894,8.009
04/08/2015,KES / USHS,33.9994,33.9191,34.0797
04/08/2015,KES / TSHS,20.9721,20.9037,21.0405
04/08/2015,KES / RWF,6.8098,6.7444,6.8752
04/08/2015,KES / BIF,15.2677,15.2045,15.3309
04/08/2015,AE DIRHAM,27.5862,27.5607,27.6117
04/08/2015,CAN $,77.0273,76.9426,77.112
04/08/2015,S FRANC,104.4431,104.332,104.5543
04/08/2015,JPY (100),81.7174,81.6332,81.8016
04/08/2015,SW KRONER,11.6961,11.6834,11.7087
04/08/2015,NOR KRONER,12.288,12.2738,12.3021
04/08/2015,DAN KRONER,14.8639,14.8493,14.8785
04/08/2015,IND RUPEE,1.5833,1.5818,1.5849
04/08/2015,HONGKONG DOLLAR,13.0689,13.057,13.0807
04/08/2015,SINGAPORE DOLLAR,73.5015,73.4213,73.5817
04/08/2015,SAUDI RIYAL,27.018,26.9927,27.0433
04/08/2015,CHINESE YUAN,16.3181,16.3006,16.3356
04/08/2015,AUSTRALIAN $,74.4641,74.366,74.5623
05/08/2015,US DOLLAR,101.1118,101.0172,101.2065
05/08/2015,STG POUND,157.1022,156.9261,157.2783
05/08/2015,EURO,109.8478,109.7322,109.9633
05/08/2015,SA RAND,7.9242,7.9121,7.9363
05/08/2015,KES / USHS,34.368,34.2863,34.4496
05/08/2015,KES / TSHS,20.8977,20.8287,20.9667
05/08/2015,KES / RWF,6.8489,6.7683,6.9295
05/08/2015,KES / BIF,15.3098,15.2461,15.3736
05/08/2015,AE DIRHAM,27.528,27.5019,27.5542
05/08/2015,CAN $,76.626,76.5398,76.7122
05/08/2015,S FRANC,103.3864,103.2685,103.5043
05/08/2015,JPY (100),81.296,81.2101,81.3819
05/08/2015,SW KRONER,11.5884,11.5755,11.6012
05/08/2015,NOR KRONER,12.1857,12.1713,12.2
05/08/2015,DAN KRONER,14.7232,14.7084,14.7381
05/08/2015,IND RUPEE,1.5837,1.5821,1.5853
05/08/2015,HONGKONG DOLLAR,13.0418,13.0296,13.054
05/08/2015,SINGAPORE DOLLAR,72.9654,72.8945,73.0364
05/08/2015,SAUDI RIYAL,26.9624,26.9365,26.9884
05/08/2015,CHINESE YUAN,16.2826,16.2648,16.3005
05/08/2015,AUSTRALIAN $,74.3526,74.2578,74.4475
06/08/2015,US DOLLAR,101.2954,101.2056,101.3853
06/08/2015,STG POUND,158.1656,157.9878,158.3433
06/08/2015,EURO,110.6639,110.5428,110.785
06/08/2015,SA RAND,7.9386,7.9269,7.9504
06/08/2015,KES / USHS,34.5525,34.4725,34.6325
06/08/2015,KES / TSHS,20.8302,20.7624,20.8981
06/08/2015,KES / RWF,7.1741,7.1332,7.215
06/08/2015,KES / BIF,15.4746,15.4115,15.5377
06/08/2015,AE DIRHAM,27.578,27.5532,27.6029
06/08/2015,CAN $,76.7651,76.6825,76.8478
06/08/2015,S FRANC,103.5741,103.461,103.6871
06/08/2015,JPY (100),81.4436,81.3615,81.5256
06/08/2015,SW KRONER,11.6094,11.5971,11.6217
06/08/2015,NOR KRONER,12.2078,12.194,12.2216
06/08/2015,DAN KRONER,14.8366,14.8224,14.8509
06/08/2015,IND RUPEE,1.5866,1.5851,1.5881
06/08/2015,HONGKONG DOLLAR,13.0678,13.0563,13.0794
06/08/2015,SINGAPORE DOLLAR,73.238,73.1677,73.3082
06/08/2015,SAUDI RIYAL,27.0114,26.9867,27.0361
06/08/2015,CHINESE YUAN,16.3127,16.2956,16.3298
06/08/2015,AUSTRALIAN $,74.3053,74.2242,74.3864
07/08/2015,US DOLLAR,101.2045,101.1072,101.3018
07/08/2015,STG POUND,157.0411,156.8689,157.2133
07/08/2015,EURO,110.4783,110.3656,110.5911
07/08/2015,SA RAND,7.9576,7.9478,7.9673
07/08/2015,KES / USHS,34.7811,34.6983,34.864
07/08/2015,KES / TSHS,20.7995,20.7301,20.8689
07/08/2015,KES / RWF,6.8328,6.7718,6.8937
07/08/2015,KES / BIF,15.2365,15.1725,15.3006
07/08/2015,AE DIRHAM,27.5533,27.5264,27.5801
07/08/2015,CAN $,77.1405,77.0517,77.2294
07/08/2015,S FRANC,103.0753,102.9605,103.1901
07/08/2015,JPY (100),81.0836,80.9894,81.1778
07/08/2015,SW KRONER,11.5734,11.5537,11.5931
07/08/2015,NOR KRONER,12.2286,12.2109,12.2463
07/08/2015,DAN KRONER,14.8047,14.7891,14.8204
07/08/2015,IND RUPEE,1.5859,1.5843,1.5876
